,laptops,prices,ratings,votes
584,"Lenovo IdeaPad 5 Laptop, Intel 10-Core i7-1255U, 15.6"" FHD IPS Touchscreen, Intel Iris Xe Graphics, 12GB LPDDR4 2TB SSD, Backlit Keyboard, Fingerprint, Type-C, Wi-Fi 6, Win11 Home",$1706.6,0.0,0
585,"Lenovo IdeaPad 5 Laptop, Intel 10-Core i7-1255U, 15.6"" FHD IPS Touchscreen, Intel Iris Xe Graphics, 12GB LPDDR4 1TB SSD, Backlit Keyboard, Fingerprint, Type-C, Wi-Fi 6, Win11 Home",$1538.6,0.0,0
586,"Lenovo IdeaPad 5 Laptop, Intel 10-Core i7-1255U, 15.6"" FHD IPS Touchscreen, Intel Iris Xe Graphics, 12GB LPDDR4 2TB SSD, Backlit Keyboard, Fingerprint, Type-C, Wi-Fi 6, Win10 Home",$1706.6,0.0,0
587,"Lenovo IdeaPad 5 Laptop, Intel 10-Core i7-1255U, 15.6"" FHD IPS Touchscreen, Intel Iris Xe Graphics, 12GB LPDDR4 2TB SSD, Backlit Keyboard, Fingerprint, Type-C, Wi-Fi 6, Win11 Pro",$1776.6,0.0,0
588,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 1TB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win10 Home",$853.77,0.0,0
589,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 512GB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win10 Home",$743.79,0.0,0
590,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 1TB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win11 Home",$853.77,0.0,0
591,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 512GB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win11 Home",$743.79,0.0,0
592,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 1TB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win11 Pro",$922.08,0.0,0
593,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 512GB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win11 Pro",$812.1,0.0,0
594,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 512GB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win10 Pro",$812.1,0.0,0
595,"Lenovo IdeaPad 3 Laptop, Intel Dual-Core i3-1115G4, 15.6"" FHD Display, Intel UHD GPU, 12GB DDR4 1TB SSD, Fingerprint, WiFi, HDMI, 720p HD Camera, Platinum Grey, Win10 Pro",$922.08,0.0,0
596,"Lenovo IdeaPad 3 2023 Laptop, Intel 4-Core i5-1135G7, 15.6"" FHD IPS Touchscreen Display, Intel Iris Xe Graphics, 12GB DDR4 512GB NVMe SSD, Wi-Fi 6, USB-C, HD Webcam, Win11 Pro",$923.67,0.0,0
597,"Lenovo IdeaPad 3 2023 Laptop, Intel 4-Core i5-1135G7, 15.6"" FHD IPS Touchscreen Display, Intel Iris Xe Graphics, 12GB DDR4 512GB NVMe SSD, Wi-Fi 6, USB-C, HD Webcam, Win10 Pro",$923.67,0.0,0
598,"Lenovo IdeaPad 3 Laptop, AMD Ryzen 6-Core 5 5500U, 14"" FHD IPS Display, AMD Radeon Graphics, 12GB DDR4 512GB SSD, Backlit KB, Fingerprint, Type-C, Wi-Fi, Bluetooth, HDMI, Win10 Pro",$859.71,0.0,0
599,"Lenovo IdeaPad 3 Laptop, AMD Ryzen 6-Core 5 5500U, 14"" FHD IPS Display, AMD Radeon Graphics, 12GB DDR4 512GB SSD, Backlit KB, Fingerprint, Type-C, Wi-Fi, Bluetooth, HDMI, Win11 Pro",$859.71,0.0,0
600,"Lenovo IdeaPad Pro 5 16IMH9 Laptop, 16-Core Intel Core Ultra 7 155H, 16"" 2048x1280 Touchscreen, NVIDIA GeForce RTX 3050, 16GB LPDDR5 1TB SSD, Backlit KB, TB4, Wi-Fi 6E, Win11 Pro",$1616.15,0.0,0
601,"Lenovo IdeaPad Pro 5 16IMH9 Laptop, 16-Core Intel Core Ultra 7 155H, 16"" 2048x1280 Touchscreen, NVIDIA GeForce RTX 3050, 16GB LPDDR5 2TB SSD, Backlit KB, TB4, Wi-Fi 6E, Win11 Pro",$1788,0.0,0
602,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 512GB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win10 Pro",$1379.04,0.0,0
603,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 1TB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win10 Pro",$1492.01,0.0,0
604,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 2TB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win10 Pro",$1661.94,0.0,0
605,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 2TB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win11 Pro",$1661.94,0.0,0
606,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 512GB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win11 Pro",$1379.04,0.0,0
607,"Lenovo ThinkPad T14 Gen 4 2024 Laptop, 10-Core Intel Core i5-1335U, 14"" WUXGA IPS Display, Intel Iris Xe Graphics, 12GB DDR4 1TB SSD, Backlit KB, FP, TB4, Wi-Fi 6E, Win11 Pro",$1492.01,0.0,0
608,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+1TB SSD, Wi-Fi 6, HDMI 2.1, Win10 Home",$1386.28,0.0,0
609,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+512GB SSD, Wi-Fi 6, HDMI 2.1, Win10 Pro",$1344.75,0.0,0
610,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+1TB SSD, Wi-Fi 6, HDMI 2.1, Win10 Pro",$1453.88,0.0,0
611,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+512GB SSD, Wi-Fi 6, HDMI 2.1, Win11 Pro",$1344.75,0.0,0
612,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+1TB SSD, Wi-Fi 6, HDMI 2.1, Win11 Pro",$1453.88,0.0,0
613,"MSI 15.6"" Gaming Laptop, 1920 x 1080 Pixels 144Hz Screen, NVIDIA GeForce RTX 3050 4GB GDDR6, 12th Gen Intel i5-12450H 8 Cores, 12GB DDR4+1TB SSD, Wi-Fi 6, HDMI 2.1, Win11 Home",$1386.28,0.0,0
614,"HP Envy 17M-CG0013DX 17.3"" FHD (1920x1080p) Touchscreen, Light Gaming Laptop, Core i7 10th Gen, 16Gb RAM, 512Gb SSD, Windows 11",$929.95,4.62,1289
615,"Refurbished (Excellent) - LENOVO 2022 Ideapad 3 14"" HD Laptop, Intel Pentium Gold 6405U Processor, 512GB PCIe SSD, 12GB RAM, Intel UHD Graphics, Win 10 S, Black, 32GB USB Card",$489,0.0,0
616,"'Refurbished (Excellent)' - Lenovo IdeaPad 3 15.6"" Laptop - Arctic Grey (15ABA7 AMD Ryzen 5 5625U/2.3GHz/ 12GB RAM/512GB SSD/ Windows 11 Home)",$999,0.0,0
617,"Refurbished (Excellent) Lenovo ThinkPad X1 Carbon Gen 9 Laptop Touch | 14"" 1920x1200 FHD+ | Core i7 - 1185G7 - 512GB SSD Hard Drive - 12GB RAM | 4 cores @ 4.4 GHz Win 11 Pro",$899,0.0,0
618,"Lenovo Ideapad 1 15.6"" HD Anti-Glare Laptop, Intel Celeron N4500, 416GB Storage(256GB SSD+160GB Docking Station Set), 12GB RAM, Intel UHD Graphics, Num Pad, Webcam, Win 11s, Grey",$569,0.0,0
619,"Lenovo Ideapad 1 15.6"" HD Anti-Glare Laptop, Intel Celeron N4500, 672GB Storage(512GB SSD+160GB Docking Station Set), 12GB RAM, Intel UHD Graphics, Num Pad, Webcam, Win 11s, Grey",$619,0.0,0
620,"Refurbished (Excellent) - Lenovo IdeaPad 15.6"" FHD Laptop, Intel Pentium Silver N6000, 256GB PCIe SSD, 12GB RAM, Numeric Keypad, 720P HD Webcam, Dolby Audio, WiFi 6, Win 11, Blue",$479,0.0,0
621,"Refurbished (Excellent) - Lenovo IdeaPad 15.6"" FHD Laptop, Intel Pentium Silver N6000, 512GB PCIe SSD, 12GB RAM, Numeric Keypad, 720P HD Webcam, Dolby Audio, WiFi 6, Win 11, Blue",$529,0.0,0
622,"Open Box - Lenovo IdeaPad 15.6"" FHD Laptop, Intel Pentium Silver N6000 Processor, 512GB PCIe SSD, 12GB RAM, Numeric Keypad, 720P HD Webcam, Dolby Audio, WiFi 6, Win 11, Abyss Blue",$529,0.0,0
623,"Open Box - Lenovo IdeaPad 15.6"" FHD Laptop, Intel Pentium Silver N6000 Processor, 256GB PCIe SSD, 12GB RAM, Numeric Keypad, 720P HD Webcam, Dolby Audio, WiFi 6, Win 11, Abyss Blue",$479,0.0,0
624,"Lenovo IdeaPad 15.6"" FHD Laptop for Business, Intel Pentium 4-Core CPU, 416GB Storage(256GB SSD+160GB Docking Station Set), 12GB RAM, WIFI 5, 1 Year Office 365, Windows 11, Blue",$749,0.0,0
625,"Lenovo IdeaPad 15.6"" FHD Laptop for Business, Intel Pentium 4-Core CPU, 672GB Storage(512GB SSD+160GB Docking Station Set), 12GB RAM, 1 Year Office 365, WiFi 5, Windows 11, Blue",$829,0.0,0
626,"TUTT E156S 15.6"" IPS Laptop Silver (1 TB SSD/ 12 GB RAM) | Intel® J4125 CPU, Dual-band 2.4G/5G WIFI BacklitKeyboard | Windows 10 Pro with Mouse",$549,0.0,0
627,"Refurbished (Good) - Lenovo Ideapad 3 15ABA7 15.6"" FHD Laptop - Ryzen 5 5625U, 12GB RAM, 512GB SSD, Windows 11, Artic Grey",$999,0.0,0
628,"Refurbished (Fair) - Lenovo IdeaPad 3i 15.6"" Laptop - Arctic Grey (Intel Core i7-1255U/512GB SSD/12GB RAM/Windows 11)",$814.97,0.0,0
629,"Refurbished (Excellent) Dell vostro 5402, 14"" FHD Intel Iris Xe Graphics,i7-1165G7, 12 GB, 512GB, PCIe, 2 Years Warranty, 100139-20506",$978.6,0.0,0
630,"Refurbished (Fair) - Dell Inspiron 15 3000 15.6"" Touchscreen Laptop -Black (Intel Core i7-1165G7/512GB SSD/12GB RAM) -Eng",$624.97,0.0,0
631,"Refurbished (Excellent) - Acer Aspire 5 A517-58M 17.3"" Laptop - Steel Gray (Intel i5-1335U / 16 GB RAM / 1 TB SSD / Windows 11 Home)",$899.99,0.0,0
632,"Open Box - Lenovo IdeaPad 5 15IAL7 15.6"" Notebook Intel i7-1255U 12 GB DDR4 512 GB NVMe M.2 PCI Express Windows 11 Home 64-Bit",$1299.99,0.0,0
633,Acer 15.6” Aspire 5 laptop (Intel i7-1260P/12Gb/512Gb SSD/Win11) - Open Box w/ 1 Year Warranty,$729,0.0,0
634,"Refurbished (Good) - Lenovo T480s - 14.0"" Laptop - Core i5-8350U -12GB RAM - 512GB SSD - Win 10 Pro",$289,0.0,0
635,"Refurbished (Good) - Lenovo T460S 14"" Ultrabook - Intel Core i7-6600U, 12GB RAM, 512GB SSD",$439,0.0,0
636,"Refurbished (Good) - Lenovo T460S 14"" Ultrabook - Intel Core i7-6600U, 12GB RAM, 256GB SSD",$495,0.0,0
637,"Refurbished (Good) - Lenovo Thinkpad T440s Ultrabook: i5-4300u 1.9GHz, 12GB RAM, 500GB HDD, Webcam, 14"" Display, Webcam, Win 10 pro ""â€œ",$395.26,0.0,0
638,"Refurbished (Good) - Lenovo T440, Intel Core i5 4200, 12GB RAM, 128GB SSD, Webcam,Windows 10 PRO",$425.01,0.0,0
639,"Refurbished (Good) - Lenovo Thinkpad T440s 14'' Intel core i5-4300, 12GB RAM, New 512 GB SSD, Windows 10 Pro",$315.45,0.0,0
640,"Refurbished (Good) - Lenovo Thinkpad T450 14"" Laptop - Intel Core i5-5300U 5th Gen, 12GB RAM, 960GB SSD, Win 10 Professional",$637.51,0.0,0
641,"Refurbished (Good) - Lenovo ThinkPad T450S 14"" Laptop, Intel Core i7 5600U up to 3.2 GHz, 12G RAM, 256G SSD, Webcam, Win10 Professional",$469.97,0.0,0
642,"Refurbished (Good) - Lenovo ThinkPad T440s i5-4300U, 12GB RAM, New 1 TB HD, W10P",$401.43,0.0,0
643,"Refurbished (Excellent) - Lenovo ThinkPad T450s 14"" Laptop, Intel Core i5 5300U up to 2.9G, 12G DDR3L, 256G SSD,Win10 Home 64 Bit (EN/FR/ES)",$361.26,0.0,0
644,"Refurbished (Excellent) - Lenovo ThinkPad T450s 14"" Laptop, Intel Core i5 5300U up to 2.9GHz, 12G DDR3L, 500G, Win10 Home 64 Bit (EN/FR/ES)",$361.26,0.0,0
645,"Refurbished (Excellent) - Lenovo ThinkPad T450s 14"" Laptop, Intel Core i5 5300U up to 2.9G, 12GB DDR3L RAM, 1TB HDD, Windows 10 Home 64-Bit (EN/FR/ES)",$425.01,0.0,0
646,"Refurbished (Good) - HP EliteBoook 840 G3 (Intel Core i5-6300u, 12GB Ram, 512GB SSD, Webcam, Win 10 Pro, 14"")",$465.38,0.0,0
647,"Refurbished (Good) - Lenovo ThinkPad T450s Core i5-5300U, 12GB RAM, 512GB SSD, 14""HD+ (1600x900), Intel HD Graphics 5500",$467.51,0.0,0
648,"Refurbished (Excellent) - Lenovo T450S Ultrabook, Intel Core i5 5th Gen, 12 GB RAM, New 1 TB SSD, Win 10 Pro .Grade A",$488.76,0.0,0
649,"Refurbished (Good) - Lenovo Thinkpad T450s, Intel Core i5-5300U ,12GB RAM ,1TB HDD, Webcam ,Wins 10 Pro",$403.76,0.0,0
650,"Refurbished (Good) - Lenovo Thinkpad T450S i5-5300U @2.3GHz ,12GB RAM ,New 512GB SSD Wins 10 Pro",$403.76,0.0,0
651,Refurbished (Good) - Lenovo Thinkpad T450S i5-5300U @2.3GHz 12GB RAM 256GB SSD Wins 10 Pro,$382.51,0.0,0
652,"Refurbished (Good) - Lenovo Thinkpad T450S i5-5200U @2.3GHz ,12GB RAM ,New 1TB HDD, Webcam Wins 10 Pro",$403.76,0.0,0
653,Refurbished (Good) - Lenovo Thinkpad T450S i5-5300U @2.3GHz 12GB RAM 500GB HDD Wins 10 Pro,$382.51,0.0,0
654,Refurbished (Good) - Lenovo Thinkpad T440 i5-4210 8GB RAM 240 GB SSD Wins 10 Pro,$357.01,0.0,0
655,Refurbished (Good) - Upgraded Panasonic Toughbook CF-52 MK5 ATi RADEON Graphics Rugged 2.8GHz Core i5 Win10 - - Grade A,$1059,0.0,0
656,"Refurbished (Good) - Lenovo Thinkpad T450S 14"" Ultrabook, Intel Core i5-5300U 5th Gen, 12 GB RAM, 960 GB SSD, Win 10, 1 Year Warranty",$488.76,0.0,0
657,"Refurbished (Good) - Lenovo Thinkpad T450S Ultrabook - Intel Core i5 5th Gen, 12 GB RAM, 480 GB SSD, Windows 10 - 1 Year Warranty",$412.26,3.2,5
658,"Refurbished (Good) - Lenovo T440, Intel Core i5 4th Gen, 12GB RAM, 128GB SSD, Windows 10, 1 Year Warranty",$361.26,0.0,0
659,"HP 15.6"" Touchscreen Laptop - Natural Silver (Intel Core Ultra 7-155H/32GB RAM/1TB SSD/Windows 11)",$1300.39,3.81,21
660,"Dell 15 FHD (1920x1080) IPS 15.6"" Touchscreen Laptop, Intel Core i7-1355U, 32GB DDR4 1TB SSD, Intel UHD, Windows 11 Home, Wi-Fi 6, Bluetooth, Lightweight, Anti-Glare, HDMI, Black",$969.99,0.0,0
661,"Dell Plus 14"" Copilot+ PC Laptop - Ice Blue (Intel Core Ultra 9 - 288V/32GB RAM/1TB SSD)",$1900.39,4.78,114
662,"HP OmniBook 5 16"" OLED Copilot+ PC Laptop - Glacier Silver (Ryzen Ai 7 350/32GB RAM/1TB SSD)",$1600.39,3.88,17
663,"ASUS Vivobook S16 16"" AI Laptop - Matte Grey (AMD Ryzen 7 260/32GB RAM/1TB SSD/Windows 11 Home)",$1000.37,4.7,10
664,"Lenovo Slim 7i 14"" Touchscreen Copilot+ PC Laptop - Luna Grey (Intel Core Ultra 7 - 258V/32GB RAM/1TB SSD/Windows 11)",$1400.39,4.61,367
665,"Dell Plus 14"" Copilot+ PC Laptop - Ice Blue (Intel Core Ultra 7 - 258V /32GB RAM/1TB SSD)",$1700.39,3.5,2
666,"Lenovo Yoga Slim 7i Aura Edition 15.3"" Touchscreen Copilot+ PC Laptop (Intel Core Ultra 7 258V/32GB RAM/1TB SSD)",$1900.39,4.44,32
667,"ASUS ProArt P16 16"" 4K OLED Touchscreen Copilot+ PC Laptop (AMD Ryzen AI 9 HX 370/32GB RAM/1TB SSD/RTX 4060)",$2500.39,4.29,17
668,"HP - 15.6"" Touch-Screen Laptop - Intel Core 6-Core i3 -1215u Up to 4.4GHz - 32GB RAM - 1TB SSD - Natural Silver, Intel UHD Graphics, Windows 11 Home, HDMI 1,4b, WIFI 5,",$779.99,4.75,4
669,"ASUS Zenbook S 14 14"" Touchscreen Copilot+ PC (Intel Core Ultra 7 - Series 2/32GB RAM/1TB SSD)",$2200.39,4.61,336
670,"HP OmniBook 16"" Copilot+ PC Laptop - Glacier Silver (Snapdragon X Plus/32GB RAM/1TB SSD/Windows 11)",$1000.39,4.7,20
671,"ASUS Vivobook 16"" Copilot+ PC Laptop - Quiet Blue (AMD Ryzen AI 7 350/32GB RAM/1TB SSD/Windows 11)",$1400.39,4.75,4
672,"ASUS Zenbook S 16 16"" OLED Touchscreen Copilot+ PC - Zumaia Gray (AMD Ryzen AI 9 HX 370/1TB SSD/32GB RAM/AMD Radeon 890M/Window 11)",$2200.39,4.14,506
673,"Lenovo Legion 7i Gen 10 Intel Laptop, 16"" Low Blue Light, Intel Core Ultra 9 275HX, 32GB, NVIDIA RTX 5070 GPU 8GB GDDR7, 1TB SSD, For Gaming",$2920.79,4.5,6
674,"ASUS Vivobook 16"" Copilot+ PC Laptop - Quiet Blue (AMD Ryzen AI 5 330/32GB RAM/512GB SSD/Windows 11)",$1200.39,4.5,2
675,"Microsoft Surface Laptop 13.8"" Touchscreen Copilot+ PC Laptop (Snapdragon X Plus (C10)/32GB RAM/1TB SSD) -2025 - Black",$2400.39,0.0,0
676,"HP ProBook 460 G11 16"" Business Laptop 1920 x 1200, WUXGA, IPS, Intel Core Ultra 7 155U, 32GB DDR5 1TB SSD, Windows 11 Pro, Wi-Fi 6E, Bluetooth 5.3, Silver, Secured Core PC",$1269.99,0.0,0
677,"ASUS Vivobook S16 16"" AI Laptop - Matte Grey (AMD Ryzen 7 260/32GB RAM/1TB SSD/Windows 11 Home)",$1300.39,5.0,13
678,"Lenovo ThinkPad E16 Gen 2 16"" WUXGA (1920 x 1200) IPS, Intel Core Ultra 7 155H , 32GB DDR5 RAM, 1TB PCIe Gen4 SSD, Intel Arc Graphics, Windows 11 Pro, Wi-Fi 6, Graphite Black",$1399.99,0.0,0
679,"HP Omen 16"" Laptop - Shadow Black (AMD Ryzen 9 8945HX/32GB RAM/1TB SSD/Windows 11)",$1700.39,4.46,13
680,Open Box - Acer 15.6” Aspire 5 laptop (Intel i9-13900H/32Gb RAM/1.0Tb SSD/Win11) w/ 1 Year Warranty,$879,4.5,2
681,"ASUS Vivobook S16 16"" AI Laptop - Matte Grey (AMD Ryzen 5 220/32GB RAM/512GB SSD/Windows 11 Home)",$800.39,4.0,6
682,"Lenovo Legion Pro 7i Gen 10 Intel Laptop, 16"" Low Blue Light, Intel Core Ultra 9 275HX, 32GB, NVIDIA RTX 5080 GPU 16GB GDDR7, 2TB, For Gaming",$3250.79,4.9,58
683,"Refurbished (Excellent) - HP EliteBook 830 G8 13.3"" Laptop (Intel Core i7-1185G7/32GB RAM/512GB NVMe SSD/Windows 11 Pro) - Certified Refurbished",$599,4.0,4
684,Refurbished (Excellent) Lenovo Thinkpad T490 14.1 inch Touchscreen 1920 x 1080/Intel core i7-8665U 1.90 @ 4.80 GHz 4cores /1 TB SSD/32 GB RAM/ Windows 11 pro/1 year warranty,$519.99,3.43,7
685,"Lenovo ThinkPad X1 Carbon Gen 13 Intel Laptop, 14"" Low Blue Light, Intel Core Ultra 7 258V, 32GB, 2TB SSD",$3999,4.71,139
686,"ASUS Vivobook 16 Thin & Light Laptop; Copilot+ PC (16"" Display / All Day Battery / AMD Ryzen™ AI 7 350 Processor / 32 RAM / 1TB SSD / WiFi 6 / Bilingual Keyboard / M1607KA-BS72-CB)",$1000.39,5.0,1
687,"HP - 15.6"" Touch-Screen Laptop for Student and Business - Intel Core i5-1235u - 32GB Memory - 512GB SSD - Natural Silver - Intel Iris Xe Graphics - Windows 11 Home - Wi-Fi 6E",$809.99,0.0,0
688,"Refurbished (Excellent) - Dell Latitude 7420 14"" Touchscreen FHD Laptop - (Intel Core i7-1185G7 / 32GB RAM / 1TB SSD / Windows 11 Pro) - Certified Refurbished",$589.5,4.75,4
689,"ASUS Vivobook S16 16"" AI Laptop - Neutral Black (Intel Core Ultra 7 255H/32GB RAM/1TB SSD)",$1750.39,4.6,10
690,"Dell 14"" Laptop - Silver Metal (Intel Core 7 150U/32GB RAM/1TB SSD/Windows 11 Home)",$1100.39,5.0,1
691,"Open Box - ASUS ProArt P16 16"" 4K OLED Touchscreen Copilot+ PC Laptop (AMD Ryzen AI 9 HX 370/32GB RAM/1TB SSD/RTX 4060)",$2250.39,0.0,0
692,ASUS Zenbook A14 Copilot+ PC; Thin & Light Laptop (14” OLED Display / Snapdragon® X / Up To 32 Hours Battery Life / 32 GB / 1TB SSD / Windows 11 Home / UX3407QA-DS51-CA),$1599.4,3.0,3
693,"ASUS ProArt P16 16"" Touchscreen Laptop - Nano Black (AMD Ryzen AI 9 HX 370/32GB RAM/1TB SSD/Windows 11 Home)",$3000.39,0.0,0
694,"Auusda T152A 15.6"" Laptop | Intel N95 (4C/4T up to 3.4GHz) | 32GB RAM 1TB SSD | FHD IPS | Backlit Keyboard | Fingerprint | Big 8000mAh Battery | Dual-Band Wi-Fi | Win11 Pro | Pink",$519.99,0.0,0
695,"Dell 15.6"" 120Hz FHD IPS Laptop, 13th Gen Intel Core i5-1334U, 32GB RAM 512GB SSD, Windows 11 Home, Wi-Fi 6, Lightweight, Anti‑glare, Black",$719.99,0.0,0
696,"MSI Modern 15 H AI 15.6"" Touchscreen Laptop - Black (Intel Core Ultra 9 - 285H/32GB RAM/1TB SSD)",$1500.39,5.0,1
697,"Lenovo ThinkPad E16 Business Laptop 16.0"" WUXGA Display (AMD Ryzen 7 7735U, 32GB DDR5, 1TB PCIe SSD, AMD Radeon 660M, Backlit KB, Fingerprint, Thunderbolt 4, Win 11 Pro)",$1269.99,0.0,0
698,"Dell - Inspiron 15.6"" FHD 1920 x 1080, Touch Screen Laptop, Copilot AI, 10-core Intel Core i5-1334U 32GB RAM 1TB SSD, Wi-Fi 6, Bluetooth, Windows 11 S mode, Black",$859.99,4.0,1
699,"Open Box - Acer Aspire 14 AI 14"" Touch Screen Copilot+ PC Laptop (Intel Core Ultra 9-288V/32Gb RAM/1Tb SSD/Win11) w/ 1 Year Warranty",$1039,4.0,1
700,"Auusda T160R 16"" Laptop | AMD Ryzen 5 7430U | 32GB RAM 1TB SSD | 1920×1200 IPS | Dual-Band Wi-Fi 6 | Privacy Camera | USB-C & HDMI | For Work, Study & Entertainment，Grey",$729.99,0.0,0
701,"ASUS - Vivobook 14"" FHD 1920 x 1080 Laptop - Intel Core i3-1215U Processor - 32GB Memory - 512GB SSD - Quiet Blue - 1 x HDMI 1.4 - Wi-Fi 6E - Windows 11 Home in S Mode",$669.99,4.6,5
702,Open Box - Acer Aspire GO 15.6” Laptop (AMD Ryzen 7-5825U/32Gb RAM/1.0Tb SSD/Win11) w/ 1 Year Warranty,$639,1.0,1
703,"MSI Modern 15.6"" Laptop - Platinum Grey (Intel Core 7 - 150U/32GB RAM/1TB SSD/Windows 11)",$1100.39,1.0,1
704,"Dell Db16250 16"" Laptop with Intel® Core™ Ultra 7-258V Processor, 1TB SSD, 32 GB RAM, Intel® Arc™ Graphics, Windows 11 Home - Ice Blue",$1299.99,0.0,0
705,"Brand New, HP 15.6"" Full HD, 32GB RAM, Intel UHD Graphics, 256GB = 128GB UFS + 128GB USB, Windows 11 + Office365 + New Copilot AI & Social Media Functions + Backpack Included",$619.99,0.0,0
706,"Acer Aspire Lite 15.6"" FHD IPS Laptop, Ryzen 7 5700U, 32GB DDR4 1TB SSD, Lightweight & Portable, USB-C, Windows 11 with Copilot AI, Wi-Fi 6, Long Battery Life, Silver",$799.99,0.0,0
707,"Open Box - ASUS Zenbook S 16 16"" OLED Touchscreen Laptop (AMD Ryzen AI 9 HX 370/32GB RAM/1TB SSD)",$1880.39,3.6,5
708,"Dell Db06250 16"" Laptop with Intel® Core™ Ultra 9-288V Processor, 1TB SSD, 32 GB RAM, Intel® Arc™ Graphics, Windows 11 Home - Midnight Blue",$2199.99,4.74,163
709,"Lenovo ThinkPad X1 Carbon Gen 12 Intel Laptop, 14"" IPS Low Power, Intel Core Ultra 7 155U, 32, 512GB SSD",$1724.8,4.66,788
710,"Acer Nitro V 15.6"" FHD Gaming Laptop, Intel Core i7-13620H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 5060 8GB, 165Hz IPS Display, Wi-Fi 6, Windows 11 Home",$1499.99,0.0,0
711,"(Refurbished Good) Dell Latitude Rugged 5424, 14"" FHD Touchscreen Laptop, Core i5 Quad 8th Gen (1.7Ghz), 32GB RAM, 512GB SSD, Windows 11 (Orange)",$992.7,0.0,0
712,"Refurbished (Excellent) Microsoft Surface Laptop 15"" Touchscreen Copilot+ PC Laptop (Snapdragon X Elite/32GB RAM/1TB SSD) - Black",$1699.99,4.5,2
713,"HP - 15.6"" Touch-Screen Laptop for Student and Business - Intel Core i5-1235u - 32GB Memory - 1TB SSD - Natural Silver - Intel Iris Xe Graphics - Windows 11 Home - Wi-Fi 6E",$879.99,1.0,1
